,Accidents,UrbanDensification,UrbanParks,OldTown,Bars,HN_noise_40,HN_noise_60,strOri_0,strOri_1,strOri_2,strOri_3,X,Y,clusterID
511,44,91764,11776,11524,22.0,0.9,0.1,82.47181355,1577.111935,590.3885102,1727.177784,429836.875,4583106.985,3
512,48,89199,10325,0,24.0,0.6,0.2,0.0,1088.509503,0.0,1769.357714,429819.1681,4582884.239,3
513,22,83018,20966,7101,6.0,1.0,0.0,541.399484,784.8421968,1052.753896,1214.299708,429364.091,4580767.677,0
514,8,63121,57434,0,1.0,1.0,0.0,833.4175199,1657.545865,601.051841,1602.212212,428680.8271,4584864.007,1
515,18,35057,10466,0,8.0,1.0,0.0,20.9377537,1355.767696,0.0,1606.283166,428966.9271,4581741.278,1
516,16,0,18022,98622,39.0,0.541666667,0.333333333,167.5824011,2459.195934,356.4774478,2104.998153,430693.2556,4581232.711,2
517,38,35827,0,24682,27.0,0.857142857,0.0,69.20094746,1698.996972,562.6737613,1445.106413,429345.5774,4583059.016,3
518,17,45403,1791,0,1.0,1.0,0.0,1242.965585,956.0471686,602.2652296,445.2886642,427875.5708,4584744.917,0
519,27,66295,0,7455,1.0,1.0,0.0,397.0772734,2151.464486,196.5710428,1675.192681,430314.7887,4584580.924,1
520,23,80873,14591,0,8.0,0.692307692,0.153846154,74.40711051,1944.423333,563.4362868,1866.021514,428281.0328,4583275.132,1
521,14,0,93,0,1.0,1.0,0.0,0.0,1479.264864,0.0,2117.064065,427388.3454,4583681.781,1
522,15,17123,35715,0,1.0,1.0,0.0,41.72125457,1742.623673,507.6829598,1708.086291,427372.0012,4582800.028,1
523,10,5637,3340,105109,25.0,0.807692308,0.076923077,8.230774598,2961.388946,33.39279472,2720.443618,429750.7947,4583471.282,2
524,51,68736,0,0,26.0,1.0,0.0,0.0,1280.903017,0.0,1670.07207,430083.1735,4582809.797,3
525,29,0,285,0,2.0,1.0,0.0,928.2036844,895.0427506,1888.63098,570.3240763,427815.9019,4583235.754,0
526,15,0,93,0,1.0,1.0,0.0,0.0,1459.998986,0.0,2052.851885,427431.5167,4583618.592,1
527,26,44193,18098,2340,4.0,1.0,0.0,445.6919004,1451.845454,207.4754472,1244.780526,428326.1604,4581459.978,1
528,11,67782,689,0,1.0,1.0,0.0,252.4976524,1780.642911,440.8240767,1647.594846,429872.665,4584926.926,1
529,13,15232,0,57537,13.0,0.5,0.0625,237.7089054,1921.137015,52.87984652,2214.330179,429929.4683,4584145.981,4
530,24,22783,10356,8971,2.0,0.789473684,0.0,1182.38153,632.0231581,953.8090506,1384.894971,427254.503,4581809.581,0
531,13,34215,495,0,1.0,1.0,0.0,1182.331458,1183.218194,546.9294036,395.87138,427910.4011,4584382.74,0
532,31,27864,23155,3357,1.0,0.25,0.25,914.5426877,941.7616721,996.178065,1009.555655,427744.5751,4582905.345,3
533,25,28467,16626,11455,1.0,1.0,0.0,256.5272009,1477.887032,216.7259177,1242.251981,428243.3758,4581306.4,1
534,13,0,6204,81024,23.0,0.807692308,0.038461538,56.19566785,2096.46544,232.4065111,2031.113015,430452.7642,4581002.119,2
535,27,19795,710,72353,27.0,1.0,0.0,98.24280323,2473.262204,332.6201133,1875.67884,429404.6152,4583264.001,4
536,8,11526,2774,0,1.0,1.0,0.0,19.83411936,1370.089599,0.0,1368.958568,427253.9399,4584091.875,1
537,11,43830,14451,54856,15.0,1.0,0.0,556.2613984,1756.509306,529.1663263,1267.432539,430112.778,4581093.838,4
538,36,61918,0,0,24.0,0.333333333,0.4,19.47695541,2159.979047,299.2688769,1727.960898,428699.2028,4582988.184,3
539,21,28464,15742,0,5.0,1.0,0.0,823.5752068,1022.147793,1352.503411,843.9910536,428083.4232,4583318.051,0
540,13,0,2318,103820,21.0,0.551724138,0.310344828,8.230774598,3052.861814,163.5932771,2746.978916,429393.45,4583569.752,2
541,47,126979,10325,0,21.0,0.636363636,0.181818182,26.00843307,931.6869371,444.3749841,1614.487654,429772.977,4582932.41,3
542,15,19400,1687,83843,10.0,0.842105263,0.0,0.0,2043.077528,12.99761323,2737.169552,429819.9069,4584289.809,4
543,29,77246,5852,41720,21.0,1.0,0.0,104.5270343,2223.016411,574.5935333,1496.906593,429737.3697,4583209.898,1
544,47,103935,0,0,38.0,0.4,0.5,0.0,1206.726095,0.0,1835.413388,429790.0395,4582711.18,3
545,18,43265,13338,8050,7.0,0.9375,0.0,26.88398726,1898.274049,203.7034157,2071.560163,427868.406,4582094.363,1
546,10,0,3201,95591,17.0,0.65625,0.25,279.5145669,2697.732814,250.0696791,2719.582309,429349.07,4583860.25,2
547,17,48282,13652,44781,7.0,1.0,0.0,891.1662714,1091.116287,165.3601977,2267.47734,427682.9647,4581425.919,4
548,7,36142,0,0,1.0,1.0,0.0,804.5593831,1065.996869,651.4028974,579.5535576,427897.3656,4585008.218,0
549,46,102751,2029,1811,10.0,1.0,0.0,20.9377537,1351.337913,0.0,1687.026809,429269.2096,4581801.375,1
550,17,70219,388,0,1.0,1.0,0.0,39.39908824,1498.007811,294.1299014,1575.203961,430502.9313,4584969.42,1
551,19,8126,32306,61341,13.0,1.0,0.0,597.1832515,1951.028909,539.279617,1832.63773,430825.8153,4581869.556,4
552,33,27479,3139,14028,3.0,1.0,0.0,0.0,1927.503993,68.57870026,1837.490203,431102.8533,4583810.467,1
553,26,56308,2118,2320,1.0,1.0,0.0,163.7761293,2297.861765,346.10196,1899.449825,428714.4899,4584338.38,1
554,33,46629,2893,14591,2.0,1.0,0.0,455.8877092,2363.896438,189.4259302,1702.591632,428985.2185,4584294.671,1
555,29,29112,13039,35272,17.0,0.363636364,0.0,541.5753079,1018.572122,971.9541458,1493.074128,430489.9189,4580755.506,3
556,30,29112,12496,38760,10.0,0.538461538,0.0,703.2164787,671.8216429,971.9541458,1324.289943,430491.5032,4580682.591,0
557,16,44663,1269,0,1.0,1.0,0.0,1569.012408,862.8364204,598.8917835,401.9476665,427931.3619,4584566.306,0
558,21,27018,14330,8971,1.0,0.818181818,0.0,1135.3089,696.7713704,1065.648081,754.9710476,427168.1269,4582006.022,0
559,15,41258,2881,0,1.0,1.0,0.0,425.1156629,813.8375776,400.0544487,668.8390227,427025.0804,4580697.431,1
560,9,0,2574,3677,1.0,1.0,0.0,0.0,1321.411371,0.0,1780.86334,427153.7009,4583765.302,1
561,13,34118,755,0,1.0,1.0,0.0,816.3998473,1099.069474,776.3519965,429.0419582,427828.2323,4584859.79,0
562,35,75910,1703,37390,13.0,0.631578947,0.210526316,218.6087455,2537.981783,338.7074881,2138.625328,428880.6548,4583457.231,3
563,24,61729,4790,8227,1.0,1.0,0.0,259.899808,1894.165744,199.0180423,1723.705784,429057.434,4584455.011,1
564,7,56682,46966,2821,1.0,1.0,0.0,453.1609947,1586.81504,1064.353301,835.5844286,428450.6177,4584746.653,1
565,8,81651,15437,20057,4.0,1.0,0.0,43.50510462,1648.186513,0.0,2335.655871,427855.528,4581511.022,1
566,20,42982,15742,0,6.0,1.0,0.0,837.7520358,806.5133642,1571.670143,682.416482,428069.0244,4583227.373,0
567,44,71279,7547,6419,29.0,0.777777778,0.0,376.141337,770.7840087,728.9117381,1306.16435,430201.3502,4582004.369,3
568,9,60540,4993,33322,4.0,1.0,0.0,140.5167241,1904.192128,31.45976416,2289.451592,427930.2377,4581359.667,1
569,16,199,7566,92396,26.0,0.909090909,0.0,19.38369867,2873.133964,13.6227014,2971.202866,429814.068,4583705.943,2
570,21,8421,4396,4821,1.0,1.0,0.0,790.7533521,454.790501,1077.753883,608.0522245,427072.0295,4581972.468,0
571,34,0,2137,0,1.0,1.0,0.0,155.1223289,1819.865479,697.3592202,1789.029918,427468.0686,4583214.958,1
572,30,125466,10590,0,8.0,1.0,0.0,171.4840214,1776.79091,140.6389605,1970.991785,431189.4729,4583095.424,1
573,23,91138,6750,0,5.0,1.0,0.0,302.0419028,1773.096492,497.311398,1435.334247,428058.7007,4581929.972,1
574,18,0,14911,108944,22.0,0.791666667,0.083333333,257.1847225,2535.630635,601.7351847,2002.880378,430412.3319,4581185.779,2
575,4,0,4187,0,1.0,1.0,0.0,194.6353004,784.5673406,324.1488643,1033.012895,427398.0922,4584403.19,1
576,21,60595,11229,30934,5.0,1.0,0.0,37.1413458,2494.375052,206.6739113,1944.317806,428527.3659,4583758.86,1
577,24,23668,3303,0,1.0,1.0,0.0,166.6330417,2118.32016,473.8116158,2016.950634,427352.7222,4583115.934,1
578,25,65774,3990,40118,5.0,1.0,0.0,1603.666114,416.7708141,1853.093052,904.6819967,427315.1977,4581027.395,0
579,20,63328,1241,0,1.0,1.0,0.0,179.6283619,2524.081136,70.14135049,1645.504479,428723.1236,4584526.443,1
580,46,54837,26149,15616,1.0,1.0,0.0,848.0859836,698.6466668,1464.171825,706.2940231,428618.5276,4580702.566,0
581,16,28894,32306,68998,14.0,1.0,0.0,616.4687496,2156.431545,496.2777266,1859.218125,430891.2499,4581950.962,4
582,10,0,1294,3677,1.0,1.0,0.0,0.0,1419.80495,0.0,1878.017674,427216.6648,4583674.601,1
583,12,28887,3803,74226,7.0,0.956521739,0.0,1983.425047,793.1182236,730.4402446,1528.25821,427670.2219,4581189.882,0
584,23,89211,356,0,1.0,1.0,0.0,39.39908824,1841.748935,291.5304026,2059.223827,430564.2398,4584891.235,1
585,23,66714,4365,42553,7.0,1.0,0.0,1852.434834,68.618574,1312.747582,1200.792712,427479.9302,4581193.412,0
586,8,0,0,0,1.0,1.0,0.0,0.0,1114.971732,0.0,1172.680636,427030.1127,4583932.578,1
587,18,45815,23643,5353,5.0,1.0,0.0,945.3534246,933.9324844,892.3137059,1568.13709,427581.5384,4581585.998,0
588,26,24846,39005,36417,7.0,1.0,0.0,310.4543076,1683.09923,280.5777373,2000.794505,430999.1837,4582221.157,4
589,14,51783,1295,33345,6.0,1.0,0.0,295.2048931,1574.555069,51.8906917,2419.736549,429913.3436,4584381.733,1
590,1,28135,25764,0,1.0,1.0,0.0,844.7607269,668.1717932,203.3601224,1059.475517,428595.0761,4585090.336,1
591,21,64111,240,0,7.0,1.0,0.0,945.7795397,424.551343,1151.80231,845.7653274,429475.7964,4580686.051,0
592,28,29626,9260,36496,14.0,1.0,0.0,797.6564755,1635.639036,659.7873118,1477.989736,430011.3608,4581411.949,1
593,21,84732,0,0,1.0,1.0,0.0,103.5710952,1657.340346,251.0823125,2040.651538,429754.6913,4584815.142,1
594,18,70733,1295,0,2.0,1.0,0.0,236.8191698,1516.651083,51.8906917,2058.027986,429929.5211,4584580.249,1
595,34,44990,0,11030,23.0,0.333333333,0.222222222,146.2081353,1670.175653,87.0171324,1594.603997,429086.9005,4583165.205,3
596,23,129614,1946,8744,19.0,0.631578947,0.105263158,0.0,2098.548844,0.0,2646.258282,428621.4386,4583233.057,3
597,31,6208,14094,10454,12.0,0.444444444,0.0,821.5040395,263.4679051,1087.013708,793.95212,430601.3245,4580651.2,0
598,29,27004,2083,49903,1.0,1.0,0.0,391.3827817,2131.990773,259.4517792,1635.457831,428855.6845,4584105.505,4
599,10,0,0,0,1.0,1.0,0.0,53.40819327,1645.223286,180.5951245,1941.143868,427323.2761,4583526.143,1
600,15,66620,8661,10511,4.0,1.0,0.0,22.7230684,1836.525017,129.7967039,2357.906064,427811.941,4581600.643,1
601,9,56987,7473,2821,1.0,1.0,0.0,446.3084751,1476.632986,910.7759999,981.7201723,428293.1364,4584771.888,1
602,33,0,2137,0,1.0,1.0,0.0,155.1223289,1500.113052,632.5130487,1665.739312,427441.9356,4583360.791,1
603,31,52934,0,0,30.0,0.454545455,0.090909091,51.64993583,1537.340402,449.311949,1268.441336,428874.5156,4582782.706,3
604,17,26748,47963,0,8.0,1.0,0.0,580.8410763,1387.965757,517.4438388,1417.451633,428195.5484,4582223.003,1
605,31,76575,0,0,1.0,1.0,0.0,182.2218918,1854.987303,0.0,2041.570353,430777.025,4584677.291,1
606,31,112190,2126,1770,7.0,1.0,0.0,375.0428934,1835.641913,1149.66264,1167.747296,428236.8622,4583943.29,1
607,34,21752,0,3357,1.0,1.0,0.0,676.5003862,969.1170326,1159.946908,938.3379844,427802.8861,4583039.215,0
608,8,15480,653,111638,24.0,0.75862069,0.068965517,71.70781646,3079.816496,51.45019884,2514.601013,429714.8713,4583436.853,2
609,38,40096,869,44383,20.0,0.941176471,0.0,247.7591674,2711.651765,231.7197838,1935.780006,429136.7428,4583390.184,4
610,41,25627,38742,46307,20.0,0.703703704,0.037037037,751.5934482,1661.197453,644.6215899,1849.481282,430106.0755,4581640.752,3
611,7,0,735,0,1.0,1.0,0.0,298.0705278,811.5566682,400.2791521,1368.817355,427241.6645,4584872.325,1
612,36,71391,17805,6999,3.0,1.0,0.0,89.06562977,1260.580904,400.9462522,1588.971382,431266.8893,4583572.578,1
613,24,31493,3832,0,4.0,1.0,0.0,177.3743086,1201.100632,57.01321419,1250.123277,428487.9767,4581466.832,1
614,7,0,1918,87417,12.0,0.727272727,0.136363636,6.488652992,2693.509967,0.0,2563.929491,429384.3004,4584189.57,2
615,18,30282,4992,0,1.0,1.0,0.0,111.84653,1800.20093,530.6485815,1688.082293,427206.7281,4583168.503,1
616,18,26521,0,21129,7.0,1.0,0.0,97.3391452,1686.462973,271.5309283,2100.796067,431142.996,4582369.114,1
617,34,80189,0,29875,1.0,1.0,0.0,343.6088039,1791.993929,1197.456092,1708.924858,428435.8049,4584042.976,1
618,46,47604,0,0,41.0,0.714285714,0.285714286,0.0,1337.593724,0.0,1529.960934,429726.5675,4582647.172,3
619,16,0,8847,70880,28.0,0.972972973,0.0,677.7209268,2808.064557,542.2788486,2144.431525,430883.4116,4581609.422,4
620,1,0,36581,67197,1.0,1.0,0.0,1079.114902,1539.477008,419.8775565,989.885284,431534.808,4582241.799,4
621,19,48459,7953,0,7.0,1.0,0.0,741.6730663,1672.721609,629.5891051,1364.107582,428144.7852,4582007.984,1
622,35,129170,3461,0,4.0,1.0,0.0,0.0,1581.814521,356.0857644,1786.246531,430980.493,4583480.82,1
623,14,47300,10808,22809,2.0,0.777777778,0.0,923.7517428,1111.159025,959.2134947,1245.160012,427345.1215,4581853.505,0
624,19,32827,47963,0,8.0,1.0,0.0,507.559374,1668.354685,438.5385596,1488.458698,428152.1596,4582163.6,1
625,16,55006,8482,83278,6.0,0.827586207,0.068965517,898.1055956,1446.729519,201.3444667,2267.436985,427788.1764,4581265.333,4
626,31,52536,3183,0,4.0,1.0,0.0,1015.347735,228.8403003,0.0,1573.542678,427116.0206,4581255.473,1
627,28,83321,0,15269,5.0,1.0,0.0,70.61673835,1599.807786,0.0,1610.693311,431378.6207,4584273.339,1
628,25,0,25653,16970,32.0,0.733333333,0.0,348.9339659,1262.482953,660.7779055,1560.632494,431125.3074,4580886.178,3
629,14,0,26121,75955,38.0,0.764705882,0.058823529,595.6090164,1295.479998,923.5679191,1857.084327,430847.5646,4580951.94,2
630,25,48471,3573,40474,7.0,0.636363636,0.0,690.5042756,769.5086943,523.8652632,1063.701636,430124.5206,4580660.078,0
631,35,40010,0,0,27.0,0.357142857,0.285714286,51.64993583,1814.052241,449.311949,1524.788776,428817.0482,4582895.864,3
632,19,0,13269,113149,44.0,0.583333333,0.083333333,317.6508406,2748.339809,417.8841146,2133.321884,430876.5825,4581295.166,2
633,14,0,23098,82555,29.0,0.458333333,0.25,26.0371005,2076.504918,0.0,2428.767213,430571.2856,4581025.393,2
634,19,81985,692,97100,5.0,1.0,0.0,637.2757426,1929.339764,354.9314827,1818.914098,429015.8891,4583802.051,4
635,20,43794,372,13520,1.0,1.0,0.0,260.5811495,1738.147877,696.0626911,2070.679577,428533.7327,4584224.791,1
636,40,60570,1435,0,8.0,1.0,0.0,44.90825256,1539.190254,449.5450837,1236.846327,430416.9158,4583297.832,1
637,27,26522,27104,45163,6.0,0.5,0.041666667,2294.971959,649.9742808,1618.836715,883.0557456,427861.4808,4580851.748,0
638,29,47175,39005,26546,9.0,1.0,0.0,410.3438198,1698.129047,307.7596353,1844.224682,430916.3006,4582177.879,1
639,20,85140,1295,0,2.0,0.956521739,0.0,572.4718856,2228.473689,119.4546368,1825.10839,430134.826,4584362.827,1
640,31,97268,20725,7101,7.0,1.0,0.0,444.5953341,1122.114317,629.3292707,1337.291697,429260.4468,4580873.804,1
641,25,39183,6770,0,5.0,1.0,0.0,839.5250288,859.1687766,1483.944549,767.1781149,428074.6151,4583403.491,0
642,18,56040,0,15269,5.0,1.0,0.0,0.0,1669.335759,0.0,1500.724971,431449.0853,4584139.667,1
643,31,0,545,0,1.0,1.0,0.0,166.133041,2210.290542,504.3269624,2033.275524,427409.7396,4583164.56,1
644,3,60461,478,0,1.0,1.0,0.0,158.9491661,1260.531193,350.1745282,794.6962243,430118.0671,4585066.004,1
645,47,90698,4896,6242,8.0,1.0,0.0,44.90825256,1403.229781,411.2527186,1245.782467,430702.7347,4583387.571,1
646,39,39584,869,26322,22.0,0.785714286,0.071428571,161.1663939,2351.587973,220.8177888,1612.345863,429177.2658,4583236.912,3
647,21,0,2673,0,1.0,1.0,0.0,154.016768,1712.01165,514.9691444,1766.176043,427294.6861,4583374.268,1
648,48,88194,1450,0,18.0,1.0,0.0,33.68167256,1405.278133,455.0713399,1291.137749,430130.9586,4583205.673,1
649,8,0,1280,3677,1.0,1.0,0.0,0.0,1336.731949,0.0,1569.32536,427090.7081,4583849.666,1
650,34,6112,0,0,1.0,0.888888889,0.0,688.6066999,1392.451714,765.0634832,1203.311444,427711.2601,4582995.108,1
651,18,59328,0,15269,4.0,1.0,0.0,70.61673835,1389.836686,0.0,1176.175208,431480.6318,4584327.728,1
652,12,25925,14514,98349,23.0,1.0,0.0,0.0,2238.443054,8.78401446,3149.557183,429932.9308,4583562.485,2
653,24,103215,10126,0,7.0,1.0,0.0,0.0,1589.102908,12.93906208,1686.341882,431285.2456,4583184.803,1
654,23,1804,22280,88439,18.0,0.722222222,0.111111111,104.4600753,2329.787232,636.8060892,1739.720495,430633.5782,4581707.108,2
655,42,38678,12584,17155,5.0,1.0,0.0,89.06562977,1547.098566,348.6525985,1740.482091,431294.1246,4583772.669,1
656,16,29647,6740,0,1.0,1.0,0.0,19.83411936,1719.779243,12.80304563,1807.306141,427410.4162,4584056.856,1
657,20,5712,2158,95027,29.0,0.821428571,0.142857143,59.6751138,3104.032284,206.7447762,2517.376348,429405.3569,4583417.26,2
658,26,15846,16455,0,8.0,0.923076923,0.0,679.0556588,623.5841476,1450.301147,1025.510504,428127.6207,4582547.551,0
659,1,52983,38205,0,1.0,1.0,0.0,853.2834885,617.7663577,377.3552888,1204.678697,428636.1818,4585041.928,0
660,17,48180,21560,0,7.0,1.0,0.0,716.9435223,1386.292264,828.1957744,834.1830409,428301.5507,4582278.894,0
661,35,0,2137,0,1.0,1.0,0.0,343.4362764,1531.897618,1193.083701,1350.335907,427616.9689,4583302.853,1
662,12,104180,12779,2597,2.0,1.0,0.0,95.75590676,1499.136576,31.45976416,2001.652951,428022.1189,4581500.59,1
663,38,106783,463,0,6.0,1.0,0.0,169.6949862,1742.913072,136.3955653,1775.148797,430994.8492,4583103.431,1
664,24,53214,2623,7901,4.0,0.9,0.0,54.0595655,2000.854262,439.2929427,1491.616509,427823.789,4581998.347,1
665,14,33270,8734,40644,2.0,1.0,0.0,705.4116379,1383.248892,313.5391673,1814.030311,431409.3423,4582415.724,1
666,56,86778,0,0,33.0,0.666666667,0.333333333,0.0,1410.047587,0.0,1562.579607,429947.0625,4582677.626,3
667,12,0,20882,120373,40.0,0.435897436,0.102564103,186.5075969,3754.533269,344.3500101,2520.038575,431146.9183,4581339.125,2
668,49,56350,13505,25707,28.0,0.666666667,0.066666667,561.3152276,1323.515428,817.3529081,1159.629645,430183.0564,4581885.741,3
669,5,30359,10176,0,1.0,1.0,0.0,41.72125457,2149.784892,23.41646574,1884.435852,427228.6127,4582959.817,1
670,31,86007,5087,6383,4.0,1.0,0.0,89.06562977,1298.289429,299.2458631,1568.983442,431441.1229,4583801.113,1
671,18,0,259,0,1.0,1.0,0.0,115.6934701,1389.533582,419.300135,1951.279917,427384.7972,4583446.012,1
672,28,63400,165,7455,1.0,1.0,0.0,68.71474552,1831.098479,420.3029134,1460.515717,430424.8909,4584670.043,1
673,30,64708,27203,29117,1.0,1.0,0.0,828.4651785,1265.749975,1316.626686,1039.180222,428571.1868,4580831.451,0
674,9,25232,13586,60058,19.0,1.0,0.0,248.9970943,1743.059806,486.7839666,1996.186935,430283.3264,4581035.456,4
675,8,0,922,18747,1.0,1.0,0.0,215.0021366,1766.704496,0.0,2026.649641,431441.4423,4584900.595,1
676,19,5446,4992,0,1.0,1.0,0.0,65.31229401,1416.095391,368.5592563,1315.127309,427033.7201,4583330.155,1
677,13,0,8429,0,1.0,1.0,0.0,321.1340927,1117.261625,477.6013801,1277.594843,427211.5362,4584599.108,1
678,35,43311,0,0,28.0,0.454545455,0.090909091,51.64993583,1549.07614,463.6306986,1352.270199,428996.4026,4582839.018,3
679,39,68962,10582,20427,27.0,0.6,0.1,385.8699863,830.8131188,1057.732838,1390.063657,430286.3646,4581942.825,3
680,45,6112,2137,0,1.0,1.0,0.0,273.8665219,1614.248971,852.9710118,1796.801529,427600.7905,4583156.407,1
681,8,43436,191,0,1.0,1.0,0.0,39.39908824,1213.342524,67.55048967,1283.092861,430560.1246,4585085.176,1
682,31,27343,1592,0,4.0,1.0,0.0,755.6447123,939.3163637,1598.220963,1163.785603,427710.9898,4583475.662,0
683,28,38880,1986,43832,14.0,1.0,0.0,490.8018943,1832.849003,425.5887503,1543.67591,430790.5099,4582025.11,4
684,11,57799,689,0,1.0,1.0,0.0,219.0849481,1826.007834,547.991639,1382.385672,429968.8755,4584981.569,1
685,39,54084,0,0,21.0,0.571428571,0.214285714,105.6633339,1820.998123,451.9640742,1216.797577,428711.996,4582746.965,3
686,31,3480,19476,21908,23.0,0.5,0.083333333,876.5335863,447.0198053,1367.711568,1197.625267,430682.3798,4580741.994,3
687,16,31565,6046,41463,1.0,1.0,0.0,148.130648,1592.221878,205.4576719,1569.882823,428427.6105,4581042.024,1
688,24,41447,10032,0,7.0,1.0,0.0,634.5975563,1128.713112,1171.87731,919.5657776,428071.8583,4583150.44,0
689,19,31565,2335,35658,1.0,1.0,0.0,81.26237279,1702.942979,20.79988347,1452.81608,428501.6943,4581092.222,1
690,30,99532,3526,22498,5.0,1.0,0.0,0.0,1615.922144,279.3767911,1810.553094,430960.6887,4583672.276,1
691,16,46827,5014,0,2.0,1.0,0.0,924.5536472,1673.540789,598.6425955,996.9806262,427936.8428,4584229.326,1
692,27,44426,4188,0,1.0,1.0,0.0,0.0,2010.964372,0.0,1512.775261,430639.2572,4584445.756,1
693,10,75390,15994,0,1.0,1.0,0.0,786.1618369,1734.262864,467.6498336,1303.062687,428859.1728,4584824.298,1
694,29,56781,5065,20579,5.0,1.0,0.0,1374.052983,236.3286088,1169.166949,1451.817217,427284.0146,4581138.666,0
695,18,87552,6306,9535,9.0,0.789473684,0.0,1044.94443,713.6315994,789.1557751,797.7558044,429802.3215,4580672.09,0
696,38,57944,0,30084,32.0,0.769230769,0.0,109.8962814,1798.872321,543.7215954,1418.001317,429452.2165,4583075.969,3
697,33,60422,5049,3256,6.0,1.0,0.0,255.9406855,1650.366141,2.668623639,1764.657311,430872.1302,4584005.961,1
698,17,69961,1295,0,2.0,1.0,0.0,373.955464,1549.92222,51.8906917,1866.79196,429977.2934,4584520.253,1
699,14,41344,495,0,1.0,1.0,0.0,612.8262112,1497.76477,439.8723342,841.4641299,427851.0262,4584325.563,1
700,45,38049,0,0,33.0,0.5,0.0,66.34124844,1510.800064,490.5863859,1371.447135,429286.2402,4582930.992,3
701,29,29112,7754,24932,7.0,0.625,0.0,541.5753079,290.0678965,948.6992427,1011.560059,430437.6985,4580607.745,0
702,36,62248,0,16183,5.0,1.0,0.0,447.7402727,1587.602255,0.0,1713.275416,431105.7688,4584336.798,1
703,20,71417,240,0,6.0,1.0,0.0,541.399484,407.3007962,998.3760459,1013.79784,429328.6704,4580686.514,0
704,36,95386,1672,3743,4.0,1.0,0.0,718.1661918,1372.045168,1241.633442,935.3736155,428227.7236,4584098.794,0
705,24,101927,8062,0,10.0,0.9375,0.0,142.4299758,2041.75826,474.8031222,1647.980488,428301.6361,4583409.441,1
706,26,61253,8823,17382,2.0,1.0,0.0,1615.685019,817.9624855,1717.862016,747.2052261,427222.0175,4580854.804,0
707,24,91072,2843,0,10.0,0.894736842,0.0,142.4299758,1848.717742,116.1706713,1970.766829,428365.0247,4583462.35,1
708,53,42423,23113,4224,1.0,1.0,0.0,675.4615458,760.7248823,1120.442075,572.5829765,428742.3301,4580694.656,0
709,50,51369,20765,269,3.0,1.0,0.0,491.1985904,698.5949993,1044.110829,773.6964096,428771.3025,4580802.607,0
710,17,83903,1241,0,1.0,1.0,0.0,243.7966853,2893.812997,244.2013623,1556.402099,428886.1872,4584646.329,1
711,24,84399,0,0,8.0,1.0,0.0,415.4215344,1182.00663,571.677359,1222.444178,428528.197,4582223.84,1
712,19,64156,119251,29842,3.0,0.826086957,0.0,693.4977811,1433.991398,708.8859927,1770.158894,427438.2056,4581917.648,4
713,45,56279,21428,5369,2.0,1.0,0.0,675.4615458,992.1356979,1031.961409,935.2193444,428684.5666,4580819.543,0
714,33,28962,2848,35719,5.0,1.0,0.0,310.4372588,1999.154091,123.0097699,1917.331745,429081.5912,4584247.352,1
715,40,51811,5049,3256,5.0,1.0,0.0,192.3836669,1886.881873,2.668623639,1671.061476,430919.0149,4583957.73,1
716,18,100920,482,0,5.0,1.0,0.0,254.7654369,1592.232144,206.9087613,1560.995994,428232.406,4583598.738,1
717,16,52863,1196,0,1.0,1.0,0.0,149.3686711,2477.263077,14.52505671,1499.160692,428620.8747,4584473.347,1
718,15,39344,15256,1401,6.0,1.0,0.0,938.7779007,978.2106342,1008.210675,1474.99531,427552.3242,4581649.896,0
719,18,0,8073,24365,1.0,1.0,0.0,26.90209025,1547.874535,152.6731553,1403.649305,428357.1806,4581134.862,1
720,15,95535,425,90276,3.0,1.0,0.0,219.0599345,2358.554865,248.3688505,1894.099671,428820.3143,4583852.958,4
721,17,0,93,0,1.0,1.0,0.0,0.0,1590.312566,7.340776736,2234.988692,427467.9821,4583557.441,1
722,17,86818,3965,0,1.0,1.0,0.0,12.65389208,2387.334324,59.00235058,2203.990511,427541.3287,4584047.177,1
723,20,33881,4075,51966,18.0,0.736842105,0.0,431.262117,1651.10964,683.7180655,1552.367847,430394.8195,4580850.739,4
724,30,5185,1878,0,3.0,1.0,0.0,679.9265404,888.4291916,1587.445374,884.2267057,427708.1695,4583408.441,0
725,44,18587,0,0,30.0,0.3,0.1,61.06827092,1448.277347,450.1132242,1366.553081,429123.4359,4582953.521,3
726,25,13928,30751,51938,7.0,0.666666667,0.0,2235.420034,591.1898534,1636.01969,1060.155406,427752.0255,4580949.12,0
727,34,89585,0,20838,1.0,1.0,0.0,78.06677817,2128.533466,0.0,2611.712277,429713.5323,4584672.317,1
728,24,119646,0,0,8.0,1.0,0.0,394.227465,1523.318743,143.8324753,1385.449998,429861.1137,4581202.554,1
729,11,116613,4782,0,4.0,1.0,0.0,171.0605243,2570.740806,182.7328277,1599.431426,427849.9089,4584092.66,1
730,32,64245,470,7563,10.0,1.0,0.0,37.92614,1305.70207,334.7014918,1286.519196,428698.1171,4582366.531,1
731,18,85952,1295,0,2.0,0.95,0.0,549.8570549,1896.464743,104.7705382,1990.067438,430059.8484,4584379.901,1
732,20,87754,6770,0,5.0,1.0,0.0,423.7879644,1597.489955,721.70283,1409.500035,428165.8232,4583547.793,1
733,20,39059,11464,58481,14.0,1.0,0.0,0.0,1952.650286,8.78401446,2798.626384,430085.2653,4583633.735,4
